user_id,name,time,rating,text,pics,resp,gmap_id
109423743391605697247,dab 8430,1563593602726,4,One of my favorite stores,,,0x886211923233e3c7:0xf1040fc88be1b62f
105183142267914318181,Keyonna Manning,1603968836241,1,Apparently they forget to tell you all the terms of the furniture contract after you pay for it and inconvenience you but they're sorry bc the new girl didn't know some logical information that really would have helped a paying customer!,,"{'time': 1603980552126, 'text': 'Hello, Keyonna! Thank you for taking a moment to leave us feedback regarding your experience with us. We would love to hear more about your experience with us, please feel free to reach out to us at customerservice@royalfurniture.com.'}",0x888918a08e86c791:0xf1a794dc3a5e7c6d
101571016492174618809,Lisa Park Matt Park,1602868406583,5,Great food!,,,0x888bb132238da45b:0xd32ce7df34e86825
113854013680205726966,Michele Bates,1519491873199,5,Absolutely the best doughnuts in the world! A hot glazed is an orgasm in your mouth! Try them!,,,0x889bb2ebcfe4999f:0x32c243c0ac3e99bd
104039718060179406515,Andrea Crawford,1579272948273,5,"I love every Surin I've been to. I can't help it, I always get the Spicy Beef Salad. Coconut soup is out of this world ❤️",,,0x88891a115893a303:0x32c6534fe23ed26b
114489848019985785552,Krishna Chinta,1508436171876,5,Great location. very convenient for UAB community. Food is always great at Chick-fil-A.,,,0x88891bc4ece6b7e7:0x54e15c2ee749f88c
108500400186974011859,Edith Garrett,1574556496389,5,Good was just ok had to sit by front windows and was very cold. Smallest hamburger and about 8 fries on my plate !,,,0x888ec6373baec7f3:0x9f1874c1a38a21e3
100790678605691905348,Candace Burroughs,1466369902462,5,The food was delicious and the service was excellent,,,0x88891b950fb1f40f:0x8c93126c3d2857c
115265975302507444217,Walter Kirslis,1558054187107,5,Excellent staff and great food with a small town and truly personal touch,,,0x889a61fdc6b193e7:0x283e243a6f9bda79
103592463409327271020,adthomas04,1562930859256,5,Food is always fresh and my order correct. The staff is fast and friendly.,,,0x88861d2c89e334bd:0xc675906172f6162e
116629408975718600223,Samantha Dorough,1562446628463,5,Hands down best mediterranean in Tuscaloosa! My favorite dish is the falafel plate with a side of baklava and mint tea to drink😍,,,0x888602ea88c1e66b:0x7c183a01c8ff4b7c
117530951401997744720,David Wright,1574341760025,4,Great Shakes,,,0x889a4db2a7b0fef9:0xb225b490067a5b4c
104551839100727120465,Paul Dodd,1603831748991,1,Who enjoys walmart ?,,,0x888a3ec7b061447f:0x780b57914fac144b
111202448784244011251,Greg Williams,1507395006576,4,Free air fresheners are nice!,,"{'time': 1507643677301, 'text': ""It's great we had the chance to help out, Greg. Don't hesitate to reach out if you need anything. -Bobby, District Manager""}",0x88891061e0d9abd9:0xb5d37259ffb5df42
102436363600173899221,William Ferguson,1609887714504,4,"Usually pretty quick....nothing special, just good food at a good price.",,,0x888c94af55ade86d:0xaa6a1a17d0dc9876
111266004224541727004,Ronnie Matthews,1593835107345,5,Great salon to get a GREAT haircut!!! Thanks!!!!,,,0x888ec64b504f8cad:0x78480cbf79c8bf39
114134120768222915384,Christian Dillard,1536015428313,5,Food is always great with a friendly staff to compliment!,,"{'time': 1536078898923, 'text': 'Thank you so much for a great review!'}",0x888cf2b89190b8c5:0x82a8a698295f85ec
104442277765581216512,Kelli Ball,1559500053685,5,A favorite beach hangout.  Very laid back atmosphere and tasty food and drinks.,,,0x8890a7fde643a429:0x1dcdb7f6075ffd07
106801854376691580523,E C,1561921234790,4,"Best mexican food in this area. Ask for the mexican guacamole,  it's to die for. I had the carnitas & they were so moist & flavorful that they should have gold stars by them on the menu. Only reason that I didn't give them 5 stars is because the corn & flour tortillas aren't homemade, but don't let that stop you from coming here. Muy bueno!",,,0x888c2c8170e10eb3:0xef6fbe6b7592b533
112194624942058213454,Rodney Burnes,1600795883620,3,A good car wash just doesn't wash back of vehicles or trucks! And management doesn't care.,,,0x8888de056c633d0f:0xbb88c00344bab985
108697885829657877343,Matt Rasco,1575241945947,5,Nice people and fast service,,"{'time': 1521240306842, 'text': 'Thank you!'}",0x8889cbccdf1a2141:0xa10443b3c4365e15
114912676920958731148,David Cooper,1447609018910,5,Great Diesel prices and awesome employees who welcome your business ... Good grub at the counter too !!,,,0x88621352448a1103:0xedd074e5a1ceaa67
111355980571480367779,Adam Robinson,1554256266801,4,Good experience and good attitudes,,,0x889bb3662e9ff213:0x564a1b6e4a414e91
101645509070626883576,Flo,1568599678541,5,Awesome,,,0x889a4e0519d04069:0xde1a67ff72aa93d5
107299262558375705306,Mary Black,1537821454297,5,I went to pick up my pre ordered groceries and they are so fast and curtious.,,,0x8888a91444dd7a9b:0x12820d71df950a5c
109235889235142187176,Nicholas Toth,1619290617197,5,Food is good and people are sweet.,,,0x888962b49d8c264f:0xab8008eca61af41c
106454758227873723471,Bernice Richardson,1583027111215,4,Services was dlow food was good,,"{'time': 1583172413148, 'text': ""Bernice, it was a pleasure to serve you. We'd gladly share your feedback about the slow service with our Spanish Fort team so we can make your next visit worthy of 5 stars. See you again soon! 🍻🥜""}",0x889a68189dcf3ee1:0x67d9910783bbfe24
